,artist,collab,weight
8267,Jermaine Dupri,DMX,1
8268,Jermaine Dupri,The Mad Rapper,1
8269,DMX,The Mad Rapper,1
8270,Jermaine Dupri,Mr Black,2
8271,8Ball,Mr Black,1
8272,Too $hort,Mr Black,1
8273,Mr Black,Youngbloodz,1
8274,Jermaine Dupri,Krayzie Bone,1
8275,Da Brat,Krayzie Bone,1
8276,Mr Black,R.O.C.,1
8277,Blackstreet,Mr. Cheeks,3
8278,Blackstreet,Mystikal,2
8279,Blackstreet,S.Gary,1
8280,Blackstreet,Gerald Baillergeau,1
8281,Blackstreet,Victor Merritt,1
8282,Blackstreet,MC,1
8283,Gerald Baillergeau,Victor Merritt,1
8284,Gerald Baillergeau,MC,1
8285,Victor Merritt,MC,1
8286,Blackstreet,Dr. Dre,1
8287,Blackstreet,Queen Pen,5
8288,Dr. Dre,Queen Pen,1
8289,Blackstreet,Morris Baxter,1
8290,Blackstreet,Teddy Riley,4
8291,Queen Pen,Teddy Riley,1
8292,Blackstreet,Rimes,1
8293,Blackstreet,Wayne Lawes,1
8294,Rimes,Wayne Lawes,1
8295,Blackstreet,Nutta Butta,1
8296,Nutta Butta,Teddy Riley,1
8297,Blackstreet,Richard Iverson,1
8298,Blackstreet,Menton Smith,1
8299,Blackstreet,David Roland Williams,1
8300,Blackstreet,Tammy Lucas,1
8301,Lil' Kim,Rich The Kid,1
8302,Lil' Kim,O.T. Genasis,1
8303,Lil' Kim,City Girls,1
8304,O.T. Genasis,City Girls,1
8305,Lil' Kim,Katt Williams aka Money Mike for Kattpack Investments,2
8306,Lil' Kim,The Game,1
8307,Lil' Kim,Bun B,1
8308,Lil' Kim,Twista,2
8309,Bun B,Twista,1
8310,Lil' Kim,Maino,1
8311,Lil' Kim,Snoop Dogg,1
8312,Lil' Kim,Sha-Dash,1
8313,Lil' Kim,T.I.,1
8314,Sha-Dash,T.I.,1
8315,Lil' Kim,Havoc,1
8316,Lil' Kim,Full Force,1
8317,Lil' Kim,Governor,1
8318,Lil' Kim,Shelene Thomas,1
8319,Full Force,Governor,1
8320,Full Force,Shelene Thomas,1
8321,Governor,Shelene Thomas,1
8322,Lil' Kim,Lil' Shanice,2
8323,Lil' Kim,Mashonda,1
8324,Lil' Kim,Swizz Beatz,1
8325,Mashonda,Swizz Beatz,1
8326,Lil' Kim,Missy Elliott,1
8327,Lil' Kim,Styles P,2
8328,Lil' Kim,Big Hill,1
8329,Lil' Kim,Bunky S.A.,1
8330,Lil' Kim,Reeks,1
8331,Lil' Kim,Saint,1
8332,Lil' Kim,Vee,1
8333,Bunky S.A.,Reeks,1
8334,Bunky S.A.,Saint,1
8335,Bunky S.A.,Vee,1
8336,Reeks,Saint,1
8337,Reeks,Vee,1
8338,Saint,Vee,1
8339,Lil' Kim,CeeLo of Goodie Mob,1
8340,Lil' Kim,Redman,1
8341,CeeLo of Goodie Mob,Redman,1
8342,Lil' Kim,"Mario ""Yellowman"" Winans",1
8343,Lil' Kim,Grace Jones,1
8344,Lil' Kim,Lil' Cease,2
8345,Grace Jones,Lil' Cease,1
8346,Lil' Kim,Sisqo,1
8347,Lil' Kim,Junior M.A.F.I.A.,1
8348,Lil' Kim,Carl Thomas,1
8349,Lil' Kim,Mary J. Blige,1
8350,Sauce Money,Rel Lyfe,1
8351,Sauce Money,Paperboy G,1
8352,Sauce Money,Big Quis,1
8353,Sauce Money,Steven B the Great,1
8354,Sauce Money,Tone Lo,1
8355,Steven B the Great,Tone Lo,1
8356,Sauce Money,Holly,2
8357,Sauce Money,J.Kite,2
8358,Sauce Money,Ace,2
8359,J.Kite,Ace,1
8360,Sauce Money,AK,1
8361,Sauce Money,$.M.G.M.,1
8362,Sauce Money,Rich The Factor,1
8363,Sauce Money,AR,2
8364,Ace,J.Kite,1
8365,Ace,AR,1
8366,Ace,Holly,1
8367,J.Kite,AR,1
8368,J.Kite,Holly,1
8369,AR,Holly,1
8370,Sauce Money,JMO,2
8371,Sauce Money,Icewear Vezzo,1
8372,Sauce Money,Diallo Ve,1
8373,Sauce Money,Lom Rudy,1
8374,Sauce Money,H4l MoeMoe,1
8375,Lom Rudy,H4l MoeMoe,1
8376,Sauce Money,Beej,1
8377,Sauce Money,3D,1
8378,Beej,3D,1
8379,Sauce Money,Polo,1
8380,Sauce Money,Tone Tone,1
8381,Polo,Tone Tone,1
8382,Sauce Money,GTM Chase,1
8383,Sauce Money,Crispy Gotti,1
8384,GTM Chase,Crispy Gotti,1
8385,Sauce Money,Monday,1
8386,Sauce Money,Diddy,1
8387,Sauce Money,JAY-Z,2
8388,Sauce Money,Bam-Bue,1
8389,Sauce Money,Maverick,1
8390,Diddy,Gizzle,3
8391,Diddy,Sevyn Streeter,1
8392,Diddy,Styles P,3
8393,Diddy,Tish Hyman,1
8394,Jadakiss,Pusha T,1
8395,Jadakiss,Tish Hyman,1
8396,Styles P,Pusha T,1
8397,Styles P,Tish Hyman,1
8398,Pusha T,Tish Hyman,1
8399,Lil' Kim,King Los,1
8400,Styles P,King Los,1
8401,Diddy,Future,1
8402,Future,King Los,1
8403,Diddy,French Montana,3
8404,Diddy,Wiz Khalifa,1
8405,Diddy,Travis Scott,1
8406,Diddy,Big Sean,1
8407,Diddy,Ty Dolla $ign,1
8408,Ty Dolla $ign,Gizzle,1
8409,Diddy,Brucie B,1
8410,Diddy,Zoey Dollaz,1
8411,Zoey Dollaz,French Montana,1
8412,Guy Gerber,Diddy,11
8413,Guy Gerber,Chaim,1
8414,Diddy,Chaim,1
8415,Diddy,XG,2
8416,Diddy,Jack Knight,1
8417,Diddy,Angela Hunte,1
8418,Diddy,Nicole Scherzinger,1
8419,Diddy,Christina Aguilera,1
8420,Diddy,Big Boi,1
8421,Diddy,Ciara,1
8422,Diddy,Scar,1
8423,Big Boi,Ciara,1
8424,Ciara,Scar,1
8425,Diddy,Shawnna,2
8426,Diddy,Timbaland,2
8427,Diddy,Twista,5
8428,Shawnna,Timbaland,1
8429,Shawnna,Twista,1
8430,Diddy,Avant,2
8431,Diddy,CeeLo Green,2
8432,Diddy,Mike Patterson,1
8433,CeeLo Green,Mike Patterson,1
8434,Diddy,Mika Lett,1
8435,Diddy,S. Rosete,1
8436,Diddy,Keri,1
8437,Diddy,Mario Winans,2
8438,Diddy,Brandy,1
8439,Diddy Featuring Keyshia Cole,Keyshia Cole,1
8440,Diddy,Mary J. Blige,1
8441,Diddy,Jamie Foxx,1
8442,Timbaland,Shawnna,1
8443,Diddy,G. Dep,5
8444,Diddy,Black Rob,8
8445,Diddy,Loon,4
8446,G. Dep,Black Rob,1
8447,G. Dep,Loon,2
8448,Black Rob,Loon,2
8449,Diddy,Mark Curry,3
8450,Black Rob,Mark Curry,2
8451,Black Rob,Diddy,1
8452,Black Rob,G. Dep,2
8453,Diddy,Three The...,1
8454,Black Rob,Three The...,1
8455,G. Dep,Three The...,1
8456,Diddy,The Neptunes,1
8457,G. Dep,Mark Curry,1
8458,Mark Curry,Loon,1
8459,8Ball,Diddy,1
8460,8Ball,Faith Evans,1
8461,Diddy,MJG,1
8462,Diddy,Faith Evans,3
8463,MJG,Faith Evans,1
8464,Diddy,Marsha,1
8465,Loon,Marsha,1
8466,Diddy,Big Azz Ko,1
8467,Diddy,Kain,1
8468,Diddy,Bristal,1
8469,Big Azz Ko,Black Rob,1
8470,Big Azz Ko,Kain,1
8471,Big Azz Ko,Mark Curry,1
8472,Big Azz Ko,Bristal,1
8473,Black Rob,Kain,1
8474,Black Rob,Bristal,1
8475,Kain,Mark Curry,1
8476,Kain,Bristal,1
8477,Mark Curry,Bristal,1
8478,Diddy,Cheri Dennis,2
8479,Diddy,Jack,1
8480,Diddy,Lo,1
8481,Jack,Lo,1
8482,Jack,Loon,1
8483,Jack,Mario Winans,1
8484,Lo,Loon,1
8485,Lo,Mario Winans,1
8486,Loon,Mario Winans,1
8487,Mario Winans,Diddy,1
8488,Diddy,Hoodfellaz,1
8489,G. Dep,Hoodfellaz,1
8490,Bristal,Mark Curry,1
8491,Black Rob,Cheri Dennis,1
8492,Loon,Cheri Dennis,1
8493,Diddy,Kelly Price,2
8494,Diddy,JAY-Z,3
8495,Diddy,R. Kelly,1
8496,Diddy,Carl Thomas,7
8497,Diddy,Ginuwine,3
8498,Carl Thomas,Ginuwine,2
8499,Carl Thomas,Twista,2
8500,Ginuwine,Twista,3
8501,Diddy,Redman,2
8502,Diddy,Bizzy Bone,1
8503,Lil' Kim,Mark Curry,1
8504,Diddy,Shyne,1
8505,Diddy,Busta Rhymes,4
8506,Diddy,Sauce Money,1
8507,Shyne,G. Dep,1
8508,Shyne,CeeLo Green,1
8509,Shyne,Busta Rhymes,1
8510,Shyne,Sauce Money,1
8511,Shyne,Redman,1
8512,G. Dep,CeeLo Green,1
8513,G. Dep,Busta Rhymes,1
8514,G. Dep,Sauce Money,1
8515,G. Dep,Redman,1
8516,CeeLo Green,Busta Rhymes,1
8517,CeeLo Green,Sauce Money,1
8518,CeeLo Green,Redman,1
8519,Busta Rhymes,Sauce Money,1
8520,Busta Rhymes,Redman,1
8521,Sauce Money,Redman,1
8522,Diddy,The Notorious B.I.G.,12
8523,Diddy,Nas,1
8524,Diddy,Beanie Sigel,1
8525,Diddy,Joe Hooker,1
8526,Nas,Beanie Sigel,1
8527,Nas,Lil' Kim,1
8528,Nas,Joe Hooker,1
8529,Beanie Sigel,Lil' Kim,1
8530,Beanie Sigel,Joe Hooker,1
8531,Lil' Kim,Joe Hooker,1
8532,Diddy,Hurricane G,1
8533,Busta Rhymes,The Notorious B.I.G.,2
8534,Diddy,Mase,6
8535,Mase,The Notorious B.I.G.,2
8536,Diddy,The LOX,6
8537,The LOX,The Notorious B.I.G.,2
8538,Lil' Kim,The Notorious B.I.G.,2
8539,Diddy,Foxy Brown,2
8540,Diddy,112,2
8541,112,Faith Evans,1
8542,Lil' Kim,The LOX,2
8543,Ginuwine,Carl Thomas,1
8544,Twista,Carl Thomas,1
8545,Babyface,El DeBarge,1
8546,Toni Braxton,Babyface,6
8547,Babyface,Snoop Dogg,1
8548,Babyface,Eric Clapton,1
8549,Babyface,Kenny G,1
8550,Babyface,Stevie Wonder,1
8551,Babyface,LL Cool J,1
8552,Babyface,Howard Hewett,1
8553,Babyface,Jody Watley,1
8554,Babyface,Jeffrey Daniels,1
8555,LL Cool J,Howard Hewett,1
8556,LL Cool J,Jody Watley,1
8557,LL Cool J,Jeffrey Daniels,1
8558,Howard Hewett,Jody Watley,1
8559,Howard Hewett,Jeffrey Daniels,1
8560,Jody Watley,Jeffrey Daniels,1
8561,Babyface,Pebbles,1
8562,Babyface,L.A. Reid,2
8563,Babyface,Roger S.,2
8564,Babyface,Doug Deangeus,2
8565,Babyface,Jon Gass,2
8566,L.A. Reid,Roger S.,2
8567,L.A. Reid,Doug Deangeus,2
8568,L.A. Reid,Jon Gass,2
8569,Roger S.,Doug Deangeus,2
8570,Roger S.,Jon Gass,2
8571,Doug Deangeus,Jon Gass,2
8572,Too $hort,Guapdad 4000,1
8573,Too $hort,Rayven Justice,2
8574,Guapdad 4000,Rayven Justice,1
8575,Too $hort,Tiny MD,1
8576,Too $hort,BossLife Big Spence,1
8577,Too $hort,G-Eazy,2
8578,BossLife Big Spence,G-Eazy,1
8579,Too $hort,Reg Black,1
8580,Too $hort,Zyah Belle,1
8581,E-40,Turf Talk,2
8582,E-40,Stresmatic,5
8583,Turf Talk,Stresmatic,1
8584,E-40,Capolow,1
8585,E-40,Symba,1
8586,Capolow,Symba,1
8587,E-40,GASHI,1
8588,E-40,G-Eazy,1
8589,GASHI,G-Eazy,1
8590,E-40,Brent Faiyaz,1
8591,Brent Faiyaz,Too $hort,1
8592,E-40,Freddie Gibbs,1
8593,E-40,Larry June,1
8594,E-40,Kid3rd,1
8595,Freddie Gibbs,Larry June,1
8596,Freddie Gibbs,Kid3rd,1
8597,Larry June,Kid3rd,1
8598,E-40,Pimpin Ken,1
8599,Too $hort,Pimpin Ken,1
8600,E-40,Traetwothree,1
8601,Too $hort,Mike Epps,1
8602,Too $hort,Gin Gin,1
8603,Too $hort,Yung Holliday,1
8604,Too $hort,2 Chainz,1
8605,2 Chainz,Snoop Dogg,1
8606,Too $hort,Ty Dolla $ign,1
8607,Too $hort,French Montana,1
8608,Too $hort,Joyner Lucas,2
8609,Too $hort,Jeremih,2
8610,Ty Dolla $ign,Joyner Lucas,1
8611,French Montana,Joyner Lucas,1
8612,Joyner Lucas,Jeremih,1
8613,Too $hort,Mozzy,1
8614,Mozzy,Mistah F.A.B.,1
8615,Mistah F.A.B.,Nef The Pharaoh,1
8616,Too $hort,T.I.,2
8617,Too $hort,Adrian Marcel,2
8618,T.I.,E-40,2
8619,T.I.,Adrian Marcel,2
8620,E-40,Adrian Marcel,1
8621,Too $hort,Philthy Rich,1
8622,Too $hort,ScHoolboy Q,1
8623,ScHoolboy Q,Joyner Lucas,1
8624,Too $hort,Ymtk,3
8625,Too $hort,The-Dream,1
8626,G-Eazy,The-Dream,1
8627,Too $hort,Chanel West Coast,1
8628,Too $hort,LEGADO 7,1
8629,Too $hort,DJ Khaled,1
8630,LEGADO 7,DJ Khaled,1
8631,Too $hort,Richie Rich,2
8632,T.I.,Richie Rich,1
8633,Richie Rich,Adrian Marcel,1
8634,Too $hort,Stressmatic,1
8635,Too $hort,Bandaide,1
8636,Too $hort,Oke Junior,1
8637,Ymtk,Bandaide,1
8638,Ymtk,Oke Junior,1
8639,Bandaide,Oke Junior,1
8640,Too $hort,Sucheata Ivey,1
8641,Too $hort,Mowii,1
8642,Too $hort,Guce,1
8643,Too $hort,Killa Tay,1
8644,Guce,Killa Tay,1
8645,Too $hort,Cos,1
8646,Too $hort,D-Shot,1
8647,Too $hort,The Click,1
8648,D-Shot,The Click,1
8649,Too $hort,Freako,1
8650,Too $hort,Tha Ghetto Starz,1
8651,Freako,Tha Ghetto Starz,1
8652,Too $hort,Hollow Tip,1
8653,Too $hort,Otis,1
8654,Too $hort,Shug,1
8655,Otis,Shug,1
8656,Too $hort,Marvaless,1
8657,Too $hort,Black C,1
8658,Too $hort,RBL Posse,1
8659,Black C,RBL Posse,1
8660,Too $hort,Pizzo,1
8661,Too $hort,San Quinn,1
8662,Too $hort,Messy Marv,1
8663,San Quinn,Messy Marv,1
8664,Too $hort,Spice 1,2
8665,Too $hort,MC Eiht,1
8666,Spice 1,MC Eiht,1
8667,Kool Keith,Dr. Dooom,1
8668,Kool Keith,Dr. Octagon,2
8669,El Diablo,Too $hort,11
8670,El Diablo,Oh Blimey,11
8671,Too $hort,Oh Blimey,11
8672,El Diablo,Smash & Grab (US),1
8673,Too $hort,Smash & Grab (US),1
8674,Oh Blimey,Smash & Grab (US),1
8675,Too $hort,Stresmatic,3
8676,E-40,Tyga,1
8677,Too $hort,Tyga,1
8678,E-40,Cousin Fik,1
8679,E-40,Knotch,2
8680,Too $hort,Cousin Fik,1
8681,Too $hort,Knotch,2
8682,Cousin Fik,Knotch,1
8683,E-40,Travis Porter,1
8684,E-40,Young Chu,1
8685,Too $hort,Travis Porter,1
8686,Too $hort,Young Chu,1
8687,Travis Porter,Young Chu,1
8688,E-40,Jeremih,1
8689,Too $hort,Turf Talk,1
8690,Jeremih,Turf Talk,1
8691,E-40,Ice Cube,1
8692,Too $hort,Ice Cube,2
8693,E-40,Sugafree,1
8694,Too $hort,Sugafree,1
8695,E-40,Dolla Will,3
8696,Too $hort,Dolla Will,9
8697,E-40,DecadeZ,1
8698,Too $hort,DecadeZ,1
8699,Too $hort,B-Legit,5
8700,E-40,BattleCat,1
8701,Too $hort,Kurupt,3
8702,Too $hort,BattleCat,1
8703,Kurupt,BattleCat,1
8704,E-40,T. Nelson,1
8705,Too $hort,T. Nelson,1
8706,E-40,Beeda Weeda,1
8707,E-40,Rankin Scroo,1
8708,Too $hort,Beeda Weeda,2
8709,Too $hort,Rankin Scroo,1
8710,Beeda Weeda,Rankin Scroo,1
8711,Too $hort,Dom Kennedy,1
8712,Dom Kennedy,Beeda Weeda,1
8713,Too $hort,C.O.,1
8714,Too $hort,Rico Tha Kidd,2
8715,Too $hort,DJ Upgrade,2
8716,Rico Tha Kidd,DJ Upgrade,2
8717,Too $hort,Chase Hattan,1
8718,Too $hort,Martin Luther,1
8719,Too $hort,50 Cent,1
8720,Too $hort,Twista,2
8721,Too $hort,Devin The Dude,4
8722,50 Cent,Twista,1
8723,50 Cent,Devin The Dude,1
8724,Twista,Devin The Dude,1
8725,Too $hort,Kokane,1
8726,Too $hort,Silk-E,1
8727,Too $hort,Wallpaper,1
8728,Too $hort,DB Tha General,1
8729,Too $hort,Prince Lefty,1
8730,Too $hort,Ginger,3
8731,Too $hort,Yung Lott,1
8732,DB Tha General,Rico Tha Kidd,1
8733,DB Tha General,DJ Upgrade,1
8734,DB Tha General,Prince Lefty,1
8735,DB Tha General,Ginger,1
8736,DB Tha General,Yung Lott,1
8737,Rico Tha Kidd,Prince Lefty,1
8738,Rico Tha Kidd,Ginger,1
8739,Rico Tha Kidd,Yung Lott,1
8740,DJ Upgrade,Prince Lefty,1
8741,DJ Upgrade,Ginger,1
8742,DJ Upgrade,Yung Lott,1
8743,Prince Lefty,Ginger,1
8744,Prince Lefty,Yung Lott,1
8745,Ginger,Yung Lott,1
8746,Snoop Dogg,Jagged Edge,1
8747,Snoop Dogg,Bohagon,1
8748,Jagged Edge,Daz Dillinger,1
8749,Jagged Edge,Bohagon,1
8750,Daz Dillinger,Bohagon,1
8751,KB,Daz Dillinger,1
8752,KB,Slimm Calhoun,1
8753,Daz Dillinger,Slimm Calhoun,1
8754,Too $hort,Mac Boney,1
8755,Too $hort,Shawty Redd,1
8756,Too $hort,Daz Dillinger,1
8757,Too $hort,Manish Man,1
8758,Mac Boney,Shawty Redd,1
8759,Mac Boney,Daz Dillinger,1
8760,Mac Boney,Manish Man,1
8761,Shawty Redd,Daz Dillinger,1
8762,Shawty Redd,Manish Man,1
8763,Daz Dillinger,Manish Man,1
8764,Decatur Black,Cheeto Gambine,1
8765,Menace,Ku Dolla,1
8766,Shawty Redd,Redd Nose,1
8767,Too $hort,Menace,1
8768,Gino,Ms. Behavin,1
8769,Too $hort,Silke,1
8770,Too $hort,SNL,1
8771,Too $hort,Town Bizness,1
8772,Too $hort,Earl Hayes,1
8773,Too $hort,Jazze Pha,7
8774,Too $hort,Birdman,1
8775,Jazze Pha,Birdman,1
8776,Too $hort,Mr. F.A.B.,4
8777,Too $hort,Ms. Hollywood,3
8778,Mr. F.A.B.,Ms. Hollywood,2
8779,Mr. F.A.B.,Ginger,2
8780,Ms. Hollywood,Ginger,2
8781,Too $hort,The Pack,2
8782,Too $hort,Kool Ace,2
8783,Too $hort,Tanu,1
8784,Too $hort,Murda 1,3
8785,Too $hort,The Up All Nite Crew,14
8786,Too $hort,Animal,1
8787,Too $hort,Lil Red,3
8788,Too $hort,Packy,2
8789,Murda 1,The Up All Nite Crew,3
8790,Murda 1,Animal,1
8791,Murda 1,Lil Red,1
8792,Murda 1,Packy,1
8793,The Up All Nite Crew,Animal,1
8794,The Up All Nite Crew,Lil Red,2
8795,The Up All Nite Crew,Packy,1
8796,Animal,Lil Red,1
8797,Animal,Packy,1
8798,Lil Red,Packy,1
8799,Too $hort,Worm G,3
8800,Murda 1,Worm G,1
8801,The Up All Nite Crew,Worm G,1
8802,Too $hort,Booski,2
8803,The Up All Nite Crew,Booski,1
8804,Too $hort,Young Bay,1
8805,The Up All Nite Crew,Young Bay,1
8806,Too $hort,Ben Frank,1
8807,Ben Frank,The Up All Nite Crew,1
8808,Worm G,Booski,1
8809,Worm G,Murda 1,1
8810,Worm G,The Up All Nite Crew,2
8811,Booski,Murda 1,1
8812,Booski,The Up All Nite Crew,1
8813,The Pack,The Up All Nite Crew,1
8814,Dolla Will,The Up All Nite Crew,1
8815,Too $hort,Synsayshun,1
8816,Synsayshun,The Up All Nite Crew,1
8817,Synsayshun,Lil Red,1
8818,Too $hort,Ice Mizzle,1
8819,The Up All Nite Crew,Ice Mizzle,1
8820,Ms. Hollywood,The Up All Nite Crew,1
8821,Worm G,Lil Red,1
8822,Worm G,Dolla Will,1
8823,Lil Red,The Up All Nite Crew,1
8824,Lil Red,Dolla Will,1
8825,The Up All Nite Crew,Dolla Will,1
8826,Too $hort,Dem Hoodstarz,1
8827,The Up All Nite Crew,Dem Hoodstarz,1
8828,Equipto,Berner,1
8829,Too $hort,will.i.am,1
8830,Too $hort,Fergie,1
8831,Snoop Dogg,will.i.am,1
8832,Snoop Dogg,Fergie,1
8833,will.i.am,Fergie,1
8834,Too $hort,Rick Ross,2
8835,Pimp C,Rick Ross,2
8836,Too $hort,Bun B,3
8837,Jazze Pha,Bun B,2
8838,Too $hort,David Banner,2
8839,Too $hort,Daz,4
8840,Kurupt,Daz,2
8841,E-40,Mr. F.A.B.,2
8842,Dolla Will,Mr. F.A.B.,2
8843,The Up All Nite Crew,Strike,1
8844,Too $hort,Legacy,1
8845,The Up All Nite Crew,Legacy,1
8846,Too $hort,Shanell,1
8847,Too $hort,Malika,1
8848,Shanell,Malika,1
8849,Too $hort,Lil Wil,1
8850,Too $hort,Playa Poncho,1
8851,Dolla Will,Lil Wil,1
8852,Dolla Will,Playa Poncho,1
8853,Lil Wil,Playa Poncho,1
8854,Too $hort,Jagged Edge,2
8855,Jagged Edge,Jazze Pha,2
8856,Too $hort,Oobie,2
8857,Too $hort,Petey Pablo,3
8858,Too $hort,N.O.R.E.,2
8859,Petey Pablo,N.O.R.E.,2
8860,Too $hort,Lil Jon,4
8861,Too $hort,Eastside Boyz,24
8862,Lil Jon,Eastside Boyz,40
8863,Too $hort,Cutty Cartel,2
8864,Devin The Dude,Cutty Cartel,2
8865,Too $hort,Roger Troutman Jr.,1
8866,Too $hort,Verdine White,1
8867,Twista,Verdine White,1
8868,Twista,Lil Jon,1
8869,Twista,Eastside Boyz,1
8870,Verdine White,Lil Jon,1
8871,Verdine White,Eastside Boyz,1
8872,Pimp C,Lil Jon,1
8873,Pimp C,Eastside Boyz,1
8874,Too $hort,Ant Banks,7
8875,Too $hort,Dwayne Wiggins,3
8876,E-40,Ant Banks,1
8877,E-40,Dwayne Wiggins,1
8878,B-Legit,Ant Banks,2
8879,B-Legit,Dwayne Wiggins,1
8880,Ant Banks,Dwayne Wiggins,1
8881,Too $hort,Big Gipp,1
8882,Devin The Dude,Bun B,1
8883,Devin The Dude,Big Gipp,1
8884,Bun B,Big Gipp,1
8885,Petey Pablo,Dolla Will,1
8886,Too $hort,George Clinton,2
8887,Too $hort,Belita Woods,1
8888,George Clinton,Belita Woods,1
8889,Too $hort,Trick Daddy,1
8890,Too $hort,Scarface,2
8891,Trick Daddy,Scarface,1
8892,Trick Daddy,Daz,1
8893,Too $hort,Murda,1
8894,Jazze Pha,Murda,1
8895,Jazze Pha,Packy,1
8896,Murda,Packy,1
8897,Too $hort,Erick Sermon,2
8898,Too $hort,Baby DC,1
8899,George Clinton,Baby DC,1
8900,Too $hort,Chyna,1
8901,Too $hort,The Nation Riders,1
8902,Too $hort,Captain Saveem,1
8903,Too $hort,MJG,1
8904,Too $hort,JAY-Z,1
8905,Too $hort,Jermaine Dupri,1
8906,Too $hort,Soopafly,1
8907,Daz,E-40,1
8908,Daz,Soopafly,1
8909,E-40,Soopafly,1
8910,Too $hort,Diddy,1
8911,Slink Capone,Murda One,1
8912,Slink Capone,G-Side,1
8913,Slink Capone,Playa Playa,1
8914,Murda One,G-Side,1
8915,Murda One,Playa Playa,1
8916,G-Side,Playa Playa,1
8917,Badwayz,Zu,1
8918,Badwayz,Al Block,1
8919,Badwayz,Hellkilla,1
8920,Zu,Al Block,1
8921,Zu,Hellkilla,1
8922,Al Block,Hellkilla,1
8923,Too $hort,Badwayz,2
8924,Too $hort,Parliament Funkadelic,3
8925,Too $hort,MC Breed,3
8926,Erick Sermon,MC Breed,1
8927,Erick Sermon,Kool Ace,1
8928,MC Breed,Kool Ace,1
8929,Too $hort,About Face,2
8930,Parliament Funkadelic,About Face,1
8931,Too $hort,Bosko,1
8932,Too $hort,Bone Crusher,1
8933,Too $hort,Def Squad,1
8934,Too $hort,L' Rock,1
8935,Too $hort,Lil' John,1
8936,Parliament Funkadelic,Bone Crusher,1
8937,Parliament Funkadelic,Def Squad,1
8938,Parliament Funkadelic,L' Rock,1
8939,Parliament Funkadelic,Lil' John,1
8940,Bone Crusher,Def Squad,1
8941,Bone Crusher,L' Rock,1
8942,Bone Crusher,Lil' John,1
8943,Def Squad,L' Rock,1
8944,Def Squad,Lil' John,1
8945,L' Rock,Lil' John,1
8946,Too $hort,Rappin' 4-Tay,1
8947,Rappin' 4-Tay,MC Breed,1
8948,Too $hort,Malik,1
8949,Too $hort,Jamal,1
8950,Too $hort,Baby D.,1
8951,Malik,Jamal,1
8952,Malik,Baby D.,1
8953,Jamal,Baby D.,1
8954,Too $hort,The Dangerous Crew,1
8955,Too $hort,2Pac,1
8956,Too $hort,Father Dom,1
8957,2Pac,MC Breed,1
8958,2Pac,Father Dom,1
8959,MC Breed,Father Dom,1
8960,Too $hort,Old School Freddy B,1
8961,Too $hort,Mhisani,2
8962,Too $hort,Pee Wee,1
8963,Spice 1,Ant Banks,1
8964,Spice 1,Mhisani,1
8965,Spice 1,Pee Wee,1
8966,Ant Banks,Mhisani,2
8967,Ant Banks,Pee Wee,1
8968,Mhisani,Pee Wee,1
8969,Too $hort,FM Blue,1
8970,Too $hort,Poohman,1
8971,Ant Banks,Poohman,1
8972,Poohman,Mhisani,1
8973,Big Jaz,Jay 1hundred,13
8974,Big Jaz,Free AP,1
8975,Big Jaz,Freeze,13
8976,Jay 1hundred,Free AP,1
8977,Jay 1hundred,Freeze,1
8978,Free AP,Freeze,1
8979,Big Jaz,K Fifth,1
8980,Big Jaz,Baby Fish,1
8981,Jay 1hundred,K Fifth,1
8982,Jay 1hundred,Baby Fish,1
8983,K Fifth,Baby Fish,1
8984,Big Jaz,Pittsburgh Philthy,1
8985,Jay 1hundred,Pittsburgh Philthy,1
8986,Big Jaz,Jovan Wilder,2
8987,Big Jaz,GritGang Leezy,1
8988,Jay 1hundred,Jovan Wilder,1
8989,Jay 1hundred,GritGang Leezy,1
8990,Jovan Wilder,GritGang Leezy,1
8991,Big Jaz,Shoboat,7
8992,Big Jaz,Tha Homie Jai,1
8993,Shoboat,Tha Homie Jai,1
8994,Big Jaz,Young Lee,8
8995,Shoboat,Young Lee,1
8996,Shoboat,Freeze,1
8997,Shoboat,Jovan Wilder,1
8998,Freeze,Jovan Wilder,1
8999,Big Jaz,Ampichino,5
9000,Big Jaz,Cousin Lean,4
9001,Shoboat,Ampichino,1
9002,Shoboat,Jay 1hundred,1
9003,Shoboat,Cousin Lean,1
9004,Ampichino,Jay 1hundred,1
9005,Ampichino,Cousin Lean,1
9006,Jay 1hundred,Cousin Lean,2
9007,Tha Machine,Big Jaz,13
9008,Tha Machine,Maffii,1
9009,Tha Machine,Young Lee,7
9010,Tha Machine,Jay 1hundred,3
9011,Tha Machine,Tre'Kul,1
9012,Big Jaz,Maffii,1
9013,Big Jaz,Tre'Kul,1
9014,Maffii,Young Lee,1
9015,Maffii,Jay 1hundred,1
9016,Maffii,Tre'Kul,1
9017,Young Lee,Jay 1hundred,2
9018,Young Lee,Tre'Kul,1
9019,Jay 1hundred,Tre'Kul,1
9020,Tha Machine,Shoddy Boi,1
9021,Big Jaz,Shoddy Boi,1
9022,Young Lee,Shoddy Boi,1
9023,Jay 1hundred,Shoddy Boi,1
9024,Tha Machine,Ampichino,1
9025,Tha Machine,Chey Dolla,2
9026,Big Jaz,Chey Dolla,3
9027,Ampichino,Chey Dolla,1
9028,Tha Machine,New Jeff,3
9029,Tha Machine,Skrich Baby,1
9030,Big Jaz,New Jeff,4
